Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
3757,Northern,Maharashtra,Mumbai,Landmark 3757,Beach,1772,3.2,3.1,74,Yes,Friday,Recreational,No,1.15,Night
3758,Western,Delhi,Lucknow,Landmark 3758,Temple,1759,1.2,3.2,24,Yes,Tuesday,Cultural,Yes,2.42,Afternoon
3759,Southern,Uttar Pradesh,Mumbai,Landmark 3759,War Memorial,1651,2.3,3.3,42,Yes,Wednesday,Scientific,Yes,2.99,Morning
3760,Northern,West Bengal,Kolkata,Landmark 3760,War Memorial,1718,4.9,3.7,92,No,Friday,Cultural,Yes,1.09,Night
3761,Eastern,Maharashtra,Kolkata,Landmark 3761,Museum,1566,3.1,4.8,98,Yes,Thursday,Environmental,Yes,3.22,Evening
3762,Southern,Delhi,Chennai,Landmark 3762,Fort,1619,5.4,3.7,173,Yes,Friday,Environmental,Yes,3.47,Evening
3763,Central,Maharashtra,Kolkata,Landmark 3763,Fort,1695,1.6,3.5,15,Yes,Tuesday,Historical,No,2.52,Evening
3764,Central,West Bengal,Mumbai,Landmark 3764,Beach,1967,4.4,4.2,82,Yes,Monday,Cultural,No,0.21,Night
3765,Western,Maharashtra,Chennai,Landmark 3765,War Memorial,1727,4.3,3.1,77,Yes,Thursday,Recreational,Yes,0.83,Morning
3766,Western,Maharashtra,Kolkata,Landmark 3766,Observatory,1733,0.9,4.3,161,No,Tuesday,Cultural,No,3.31,Morning
3767,Northern,Uttar Pradesh,Mumbai,Landmark 3767,Museum,1795,0.8,4.9,147,No,None,Religious,Yes,1.63,Afternoon
3768,Northern,Uttar Pradesh,Chennai,Landmark 3768,Observatory,1742,2.8,3.4,163,Yes,Monday,Cultural,Yes,3.74,Night
3769,Eastern,Tamil Nadu,Kolkata,Landmark 3769,Tomb,1781,2.6,3.8,192,No,Thursday,Historical,Yes,3.12,Afternoon
3770,Central,West Bengal,Mumbai,Landmark 3770,War Memorial,1790,3.5,4.2,162,No,Thursday,Recreational,Yes,3.56,Afternoon
3771,Eastern,Maharashtra,Chennai,Landmark 3771,War Memorial,1668,1.5,3.9,177,Yes,Friday,Historical,No,4.65,Night
3772,Southern,Delhi,Delhi,Landmark 3772,Beach,1880,5.9,4.6,9,No,Tuesday,Cultural,Yes,2.14,Morning
3773,Eastern,Delhi,Lucknow,Landmark 3773,Tomb,1998,0.5,4.4,192,Yes,None,Historical,Yes,2.95,Evening
3774,Western,West Bengal,Lucknow,Landmark 3774,Fort,1727,0.5,3.5,150,Yes,Monday,Recreational,No,0.42,Evening
3775,Southern,Uttar Pradesh,Mumbai,Landmark 3775,Observatory,1854,5.8,3.4,70,Yes,Wednesday,Cultural,No,3.79,Morning
3776,Northern,Maharashtra,Kolkata,Landmark 3776,Observatory,1745,2.6,3.0,194,Yes,Friday,Environmental,No,2.28,Night
3777,Eastern,West Bengal,Lucknow,Landmark 3777,Observatory,1862,5.8,3.6,110,Yes,None,Scientific,No,1.71,Evening
3778,Eastern,Tamil Nadu,Delhi,Landmark 3778,Temple,1674,1.2,3.8,179,No,Wednesday,Scientific,Yes,2.4,Night
3779,Western,West Bengal,Delhi,Landmark 3779,Tomb,1678,5.1,4.0,150,No,None,Recreational,Yes,4.35,Morning
3780,Northern,West Bengal,Mumbai,Landmark 3780,Tomb,1893,1.1,3.5,28,No,Wednesday,Recreational,No,2.51,Afternoon
3781,Western,Tamil Nadu,Lucknow,Landmark 3781,Museum,1909,0.9,4.1,129,Yes,Thursday,Scientific,Yes,2.09,Afternoon
3782,Northern,Delhi,Mumbai,Landmark 3782,Observatory,1636,1.6,4.4,96,No,Friday,Environmental,No,2.88,Night
3783,Central,West Bengal,Lucknow,Landmark 3783,Temple,1794,4.1,4.6,130,Yes,Friday,Recreational,No,4.31,Evening
3784,Southern,Maharashtra,Lucknow,Landmark 3784,Museum,1987,0.7,3.1,70,Yes,Friday,Scientific,Yes,4.83,Morning
3785,Central,West Bengal,Delhi,Landmark 3785,Museum,1814,5.0,3.9,172,No,Wednesday,Recreational,Yes,3.15,Evening
3786,Northern,Maharashtra,Lucknow,Landmark 3786,Tomb,1742,4.3,4.2,89,No,Monday,Cultural,No,4.64,Evening
3787,Northern,Tamil Nadu,Lucknow,Landmark 3787,War Memorial,1874,1.6,4.0,179,No,Thursday,Historical,Yes,4.3,Afternoon
3788,Central,Maharashtra,Lucknow,Landmark 3788,War Memorial,1800,5.5,3.3,191,No,Wednesday,Recreational,Yes,3.32,Night
3789,Western,Delhi,Lucknow,Landmark 3789,War Memorial,1875,5.3,3.6,183,No,Thursday,Cultural,No,4.92,Morning
3790,Northern,Maharashtra,Kolkata,Landmark 3790,Tomb,1852,3.8,3.2,173,Yes,None,Cultural,No,1.86,Morning
3791,Eastern,Maharashtra,Lucknow,Landmark 3791,Beach,1641,1.3,3.0,66,Yes,Thursday,Cultural,No,4.76,Evening
3792,Western,Uttar Pradesh,Chennai,Landmark 3792,War Memorial,1625,1.6,4.1,167,Yes,None,Historical,Yes,1.75,Afternoon
3793,Northern,Tamil Nadu,Mumbai,Landmark 3793,Theme Park,1745,5.1,4.4,175,No,Wednesday,Cultural,Yes,3.66,Afternoon
3794,Northern,Tamil Nadu,Kolkata,Landmark 3794,Temple,1799,0.7,4.6,18,Yes,Monday,Recreational,Yes,0.52,Night
3795,Central,Uttar Pradesh,Kolkata,Landmark 3795,Tomb,1708,2.0,4.1,64,Yes,None,Scientific,Yes,4.99,Morning
3796,Southern,Uttar Pradesh,Mumbai,Landmark 3796,Fort,1788,1.6,4.6,71,Yes,Tuesday,Religious,Yes,1.56,Night
3797,Northern,Delhi,Mumbai,Landmark 3797,War Memorial,1602,0.7,4.7,10,No,Tuesday,Religious,Yes,4.79,Evening
3798,Northern,Maharashtra,Chennai,Landmark 3798,Museum,1783,1.0,4.4,43,No,Monday,Environmental,Yes,0.18,Morning
3799,Northern,Maharashtra,Mumbai,Landmark 3799,War Memorial,1570,4.7,4.7,149,Yes,Thursday,Environmental,No,2.09,Afternoon
3800,Central,West Bengal,Chennai,Landmark 3800,Museum,1933,1.7,4.3,106,Yes,Thursday,Environmental,Yes,0.2,Night
3801,Western,Maharashtra,Delhi,Landmark 3801,Temple,1623,2.2,3.6,106,Yes,Friday,Recreational,Yes,4.57,Night
3802,Central,Maharashtra,Kolkata,Landmark 3802,Tomb,1953,3.7,3.6,190,No,Thursday,Environmental,No,2.59,Afternoon
3803,Southern,Maharashtra,Chennai,Landmark 3803,Museum,1986,3.3,3.2,81,Yes,None,Recreational,No,0.15,Afternoon
3804,Northern,Tamil Nadu,Mumbai,Landmark 3804,Fort,1950,1.7,3.4,151,Yes,None,Historical,Yes,3.57,Morning
3805,Northern,Uttar Pradesh,Delhi,Landmark 3805,Temple,1993,1.1,3.1,102,No,None,Religious,Yes,1.7,Night
3806,Northern,West Bengal,Delhi,Landmark 3806,War Memorial,1641,1.6,5.0,10,Yes,None,Environmental,No,0.37,Evening
3807,Western,West Bengal,Mumbai,Landmark 3807,War Memorial,1757,0.8,4.5,199,No,None,Historical,Yes,1.88,Morning
3808,Western,Uttar Pradesh,Kolkata,Landmark 3808,Fort,1931,3.1,3.6,94,Yes,Thursday,Environmental,No,0.86,Night
3809,Eastern,Delhi,Mumbai,Landmark 3809,Theme Park,1512,4.0,4.0,27,No,Thursday,Environmental,No,2.34,Afternoon
3810,Eastern,Maharashtra,Delhi,Landmark 3810,Tomb,2018,5.9,3.5,89,No,Thursday,Recreational,No,2.01,Afternoon
3811,Northern,Delhi,Lucknow,Landmark 3811,Theme Park,1855,2.3,3.5,49,Yes,Thursday,Religious,Yes,3.01,Morning
3812,Northern,West Bengal,Delhi,Landmark 3812,Beach,1919,3.8,3.5,161,No,Thursday,Environmental,No,2.85,Afternoon
3813,Northern,Delhi,Delhi,Landmark 3813,Museum,1688,3.7,3.6,113,Yes,Friday,Scientific,Yes,3.93,Morning
3814,Central,Tamil Nadu,Kolkata,Landmark 3814,War Memorial,1534,1.5,4.5,190,Yes,None,Religious,Yes,0.82,Morning
3815,Southern,Uttar Pradesh,Delhi,Landmark 3815,Museum,1919,5.2,4.4,190,Yes,None,Scientific,No,4.58,Evening
3816,Eastern,Uttar Pradesh,Mumbai,Landmark 3816,War Memorial,1993,3.0,4.9,53,Yes,Wednesday,Environmental,Yes,0.92,Afternoon
3817,Central,Tamil Nadu,Mumbai,Landmark 3817,Fort,2018,4.7,4.9,197,No,Thursday,Cultural,Yes,2.09,Morning
3818,Eastern,Delhi,Delhi,Landmark 3818,Theme Park,1713,4.8,3.5,79,Yes,Thursday,Scientific,No,3.46,Night
3819,Southern,Maharashtra,Mumbai,Landmark 3819,Temple,1716,1.0,4.1,66,No,Monday,Environmental,No,0.77,Morning
3820,Northern,Maharashtra,Mumbai,Landmark 3820,Temple,1703,4.4,5.0,198,Yes,Tuesday,Scientific,No,0.7,Afternoon
3821,Northern,West Bengal,Delhi,Landmark 3821,Theme Park,1771,2.0,3.7,122,No,Tuesday,Religious,Yes,0.97,Afternoon
3822,Western,Tamil Nadu,Chennai,Landmark 3822,Fort,1751,5.4,3.7,31,No,Wednesday,Scientific,Yes,1.28,Afternoon
3823,Northern,Uttar Pradesh,Delhi,Landmark 3823,Tomb,1547,3.2,4.5,1,No,Wednesday,Recreational,Yes,0.79,Afternoon
3824,Eastern,Delhi,Kolkata,Landmark 3824,Fort,1786,1.0,4.4,150,Yes,Friday,Cultural,Yes,4.49,Evening
3825,Southern,Maharashtra,Delhi,Landmark 3825,Beach,1776,5.5,4.5,33,No,Tuesday,Cultural,Yes,3.42,Morning
3826,Northern,Delhi,Lucknow,Landmark 3826,Tomb,1834,5.7,4.2,9,No,Friday,Recreational,No,0.74,Afternoon
3827,Northern,Delhi,Lucknow,Landmark 3827,Theme Park,1588,0.9,3.7,55,Yes,Friday,Recreational,Yes,2.0,Night
3828,Eastern,Tamil Nadu,Delhi,Landmark 3828,Theme Park,1684,2.9,3.6,117,Yes,Tuesday,Cultural,Yes,2.92,Morning
3829,Southern,Uttar Pradesh,Chennai,Landmark 3829,Theme Park,1523,1.5,3.2,19,Yes,Tuesday,Religious,Yes,4.59,Morning
3830,Northern,West Bengal,Mumbai,Landmark 3830,Fort,1877,5.2,3.5,61,No,Tuesday,Historical,Yes,3.73,Night
3831,Northern,Delhi,Mumbai,Landmark 3831,Observatory,1995,3.2,3.5,60,Yes,None,Historical,Yes,1.05,Night
3832,Western,West Bengal,Kolkata,Landmark 3832,Theme Park,1657,4.3,4.1,28,No,Tuesday,Scientific,No,1.12,Morning
3833,Western,West Bengal,Delhi,Landmark 3833,Temple,1639,1.4,4.4,161,No,Tuesday,Recreational,No,3.38,Morning
3834,Central,West Bengal,Lucknow,Landmark 3834,Theme Park,1549,2.8,3.6,17,Yes,Thursday,Environmental,No,4.07,Afternoon
3835,Central,West Bengal,Lucknow,Landmark 3835,Observatory,1703,2.1,3.2,70,No,Friday,Cultural,No,2.28,Evening
3836,Eastern,Uttar Pradesh,Kolkata,Landmark 3836,Fort,2017,5.6,3.8,188,No,Friday,Scientific,No,3.33,Afternoon
3837,Southern,Delhi,Chennai,Landmark 3837,Observatory,1921,1.3,3.0,167,No,Tuesday,Historical,No,1.95,Morning
3838,Eastern,Delhi,Mumbai,Landmark 3838,Museum,1603,4.6,3.6,43,No,Monday,Religious,Yes,1.28,Evening
3839,Southern,Uttar Pradesh,Delhi,Landmark 3839,Temple,1861,3.2,4.4,86,No,None,Scientific,No,4.54,Afternoon
3840,Northern,Delhi,Lucknow,Landmark 3840,Fort,1640,1.9,3.8,156,Yes,Thursday,Cultural,No,3.17,Evening
3841,Eastern,Tamil Nadu,Kolkata,Landmark 3841,Fort,1821,4.5,4.4,99,No,Friday,Recreational,Yes,2.21,Morning
3842,Southern,West Bengal,Chennai,Landmark 3842,War Memorial,1587,0.8,3.7,45,No,Friday,Environmental,No,2.57,Afternoon
3843,Western,Maharashtra,Delhi,Landmark 3843,Theme Park,1630,4.5,3.6,139,Yes,Monday,Environmental,No,4.58,Afternoon
3844,Southern,West Bengal,Mumbai,Landmark 3844,Tomb,1628,3.3,4.6,38,No,Wednesday,Scientific,No,2.8,Night
3845,Northern,Uttar Pradesh,Mumbai,Landmark 3845,Tomb,2017,3.0,3.3,40,Yes,Thursday,Cultural,Yes,4.05,Morning
3846,Eastern,Tamil Nadu,Kolkata,Landmark 3846,Observatory,1662,1.1,4.4,190,No,Tuesday,Historical,Yes,3.42,Night
3847,Northern,Delhi,Chennai,Landmark 3847,Fort,1962,1.5,4.5,166,Yes,Thursday,Historical,No,2.86,Afternoon
3848,Eastern,Tamil Nadu,Kolkata,Landmark 3848,Temple,1807,2.6,4.1,17,No,Tuesday,Cultural,No,1.3,Night
3849,Northern,Maharashtra,Delhi,Landmark 3849,Tomb,1988,5.0,3.4,154,No,Tuesday,Environmental,No,3.14,Afternoon
3850,Eastern,West Bengal,Lucknow,Landmark 3850,War Memorial,1567,3.0,3.4,139,No,Wednesday,Religious,No,1.47,Afternoon
3851,Western,West Bengal,Mumbai,Landmark 3851,War Memorial,1947,1.4,3.8,102,Yes,Thursday,Religious,No,1.39,Night
3852,Western,Tamil Nadu,Lucknow,Landmark 3852,Theme Park,1892,4.6,3.6,177,Yes,Friday,Scientific,No,2.47,Afternoon
3853,Southern,Tamil Nadu,Lucknow,Landmark 3853,Beach,1843,2.2,3.3,34,No,Tuesday,Environmental,Yes,3.92,Afternoon
3854,Western,Maharashtra,Lucknow,Landmark 3854,Observatory,1537,1.0,3.7,163,Yes,Friday,Religious,No,0.37,Evening
3855,Northern,Maharashtra,Lucknow,Landmark 3855,Beach,1619,0.8,4.3,73,Yes,Tuesday,Environmental,No,1.61,Night
3856,Eastern,Delhi,Chennai,Landmark 3856,War Memorial,1855,3.1,3.4,180,Yes,None,Religious,No,4.43,Afternoon
3857,Eastern,Delhi,Chennai,Landmark 3857,Theme Park,1997,5.8,3.6,96,No,Thursday,Religious,No,2.32,Morning
3858,Central,West Bengal,Delhi,Landmark 3858,Fort,1534,3.7,4.0,58,Yes,Monday,Recreational,Yes,4.66,Evening
3859,Central,Maharashtra,Chennai,Landmark 3859,Observatory,1651,4.7,4.1,177,No,Friday,Historical,Yes,0.35,Morning
3860,Western,West Bengal,Lucknow,Landmark 3860,Museum,1830,4.8,4.1,93,No,Wednesday,Recreational,Yes,4.08,Morning
3861,Southern,Maharashtra,Lucknow,Landmark 3861,Beach,1549,1.1,3.3,85,Yes,Tuesday,Recreational,No,3.53,Morning
3862,Northern,West Bengal,Delhi,Landmark 3862,Temple,1916,2.7,4.9,85,No,Wednesday,Scientific,No,1.56,Morning
3863,Northern,Delhi,Lucknow,Landmark 3863,Temple,1650,4.9,3.5,157,Yes,Monday,Environmental,Yes,4.95,Morning
3864,Southern,Tamil Nadu,Lucknow,Landmark 3864,Temple,1925,5.4,3.2,143,Yes,None,Environmental,Yes,2.59,Night
3865,Southern,Tamil Nadu,Lucknow,Landmark 3865,Tomb,1937,0.7,4.3,90,No,None,Historical,Yes,4.24,Afternoon
3866,Northern,Delhi,Mumbai,Landmark 3866,Theme Park,1740,0.7,4.7,103,Yes,None,Cultural,Yes,3.13,Evening
3867,Southern,Tamil Nadu,Kolkata,Landmark 3867,War Memorial,1764,2.4,4.9,169,No,None,Recreational,No,4.2,Evening
3868,Eastern,Maharashtra,Lucknow,Landmark 3868,Observatory,1521,5.2,3.2,66,No,Wednesday,Religious,Yes,2.62,Morning
3869,Southern,Delhi,Mumbai,Landmark 3869,Fort,1590,5.5,3.9,43,No,Tuesday,Environmental,Yes,4.89,Night
3870,Southern,Tamil Nadu,Lucknow,Landmark 3870,Beach,1565,3.2,3.7,103,No,Wednesday,Religious,Yes,1.17,Night
3871,Central,Tamil Nadu,Lucknow,Landmark 3871,War Memorial,1753,5.7,4.3,60,No,Wednesday,Recreational,No,2.24,Afternoon
3872,Western,West Bengal,Delhi,Landmark 3872,Museum,1891,3.5,5.0,113,No,Friday,Environmental,Yes,2.34,Evening
3873,Eastern,Uttar Pradesh,Mumbai,Landmark 3873,Beach,1631,5.9,3.9,198,No,Monday,Scientific,Yes,2.84,Morning
3874,Western,Delhi,Chennai,Landmark 3874,Observatory,1681,3.2,4.5,107,No,Monday,Scientific,No,4.92,Afternoon
3875,Northern,Delhi,Lucknow,Landmark 3875,War Memorial,1745,5.7,4.9,108,No,Monday,Historical,Yes,4.61,Morning
3876,Northern,Uttar Pradesh,Lucknow,Landmark 3876,War Memorial,1893,3.8,4.8,135,No,Tuesday,Cultural,No,1.42,Afternoon
3877,Eastern,Maharashtra,Chennai,Landmark 3877,Temple,1931,4.6,5.0,73,No,Monday,Environmental,No,1.43,Night
3878,Central,Uttar Pradesh,Lucknow,Landmark 3878,Observatory,1999,0.6,3.3,127,Yes,Friday,Historical,Yes,4.48,Night
3879,Central,Tamil Nadu,Kolkata,Landmark 3879,Museum,1578,1.7,3.1,178,No,None,Religious,No,0.46,Afternoon
3880,Northern,Uttar Pradesh,Delhi,Landmark 3880,Observatory,1840,4.8,4.0,0,No,Wednesday,Cultural,Yes,2.15,Night
3881,Northern,Delhi,Kolkata,Landmark 3881,Temple,2000,5.2,4.1,132,Yes,Monday,Scientific,No,0.86,Evening
3882,Eastern,Delhi,Lucknow,Landmark 3882,Observatory,1586,4.7,3.5,11,No,Monday,Historical,No,3.12,Afternoon
3883,Central,Delhi,Delhi,Landmark 3883,Fort,1763,1.6,4.2,106,Yes,Friday,Recreational,Yes,1.6,Afternoon
3884,Northern,Delhi,Chennai,Landmark 3884,Tomb,1877,4.1,4.4,121,Yes,Thursday,Cultural,Yes,4.05,Afternoon
3885,Southern,Maharashtra,Kolkata,Landmark 3885,Tomb,1550,5.1,4.4,147,No,Tuesday,Cultural,Yes,4.05,Evening
3886,Eastern,Maharashtra,Delhi,Landmark 3886,War Memorial,1983,1.2,3.8,67,Yes,Wednesday,Recreational,No,4.23,Night
3887,Eastern,Uttar Pradesh,Delhi,Landmark 3887,Theme Park,1725,0.6,3.5,197,No,Wednesday,Religious,No,3.15,Morning
3888,Eastern,Tamil Nadu,Mumbai,Landmark 3888,Tomb,1762,2.4,4.6,197,No,None,Recreational,Yes,3.04,Morning
3889,Northern,Uttar Pradesh,Chennai,Landmark 3889,Fort,1632,5.6,4.5,1,Yes,None,Recreational,Yes,2.67,Morning
3890,Southern,Delhi,Chennai,Landmark 3890,Tomb,1769,0.8,4.5,196,No,Friday,Historical,No,0.69,Evening
3891,Southern,West Bengal,Chennai,Landmark 3891,Fort,1796,3.9,4.5,44,No,Wednesday,Religious,No,1.52,Afternoon
3892,Southern,Uttar Pradesh,Lucknow,Landmark 3892,Observatory,1692,3.9,3.4,9,No,Wednesday,Recreational,Yes,1.69,Morning
3893,Central,Delhi,Lucknow,Landmark 3893,Temple,1652,0.8,3.3,172,Yes,Monday,Cultural,Yes,2.78,Afternoon
3894,Western,Tamil Nadu,Kolkata,Landmark 3894,Fort,1511,1.5,3.2,68,No,Friday,Environmental,Yes,4.17,Night
3895,Central,Uttar Pradesh,Mumbai,Landmark 3895,Observatory,1650,1.5,4.8,1,No,Thursday,Religious,No,2.64,Evening
3896,Western,West Bengal,Delhi,Landmark 3896,War Memorial,1661,1.5,3.2,107,No,Thursday,Cultural,No,3.08,Evening
3897,Northern,West Bengal,Mumbai,Landmark 3897,War Memorial,1716,1.0,3.6,179,Yes,None,Historical,No,1.87,Night
3898,Eastern,Tamil Nadu,Chennai,Landmark 3898,Fort,1776,3.0,3.3,59,No,Friday,Scientific,No,1.74,Afternoon
3899,Northern,Maharashtra,Delhi,Landmark 3899,Temple,1750,5.7,3.7,138,Yes,None,Environmental,Yes,2.45,Night
3900,Northern,Tamil Nadu,Lucknow,Landmark 3900,Tomb,1566,4.7,4.7,124,No,Thursday,Historical,No,3.2,Night
3901,Western,Uttar Pradesh,Kolkata,Landmark 3901,Fort,1726,1.5,3.7,104,No,Monday,Religious,Yes,3.17,Afternoon
3902,Western,Uttar Pradesh,Chennai,Landmark 3902,Fort,1659,6.0,4.2,154,Yes,Monday,Recreational,No,0.15,Afternoon
3903,Eastern,Maharashtra,Mumbai,Landmark 3903,Theme Park,1563,5.2,4.2,165,Yes,Friday,Environmental,Yes,0.48,Evening
3904,Southern,Delhi,Delhi,Landmark 3904,War Memorial,1590,5.5,3.4,125,No,None,Cultural,No,4.81,Morning
3905,Southern,Uttar Pradesh,Mumbai,Landmark 3905,Museum,1755,5.9,4.6,39,No,Friday,Historical,Yes,4.35,Afternoon
3906,Western,Uttar Pradesh,Chennai,Landmark 3906,Theme Park,1752,3.4,4.1,103,Yes,Monday,Environmental,No,2.01,Evening
3907,Central,Delhi,Lucknow,Landmark 3907,Temple,1608,0.6,3.1,117,No,Tuesday,Religious,No,1.73,Evening
3908,Western,Uttar Pradesh,Mumbai,Landmark 3908,Beach,1692,1.1,3.8,60,Yes,Friday,Cultural,No,3.51,Morning
3909,Central,Uttar Pradesh,Lucknow,Landmark 3909,Theme Park,1710,3.5,4.7,134,No,Tuesday,Cultural,Yes,2.38,Afternoon
3910,Northern,Uttar Pradesh,Delhi,Landmark 3910,Tomb,1980,5.6,3.2,38,Yes,None,Cultural,Yes,1.39,Morning
3911,Central,Maharashtra,Kolkata,Landmark 3911,Beach,1826,3.1,4.2,172,Yes,Tuesday,Cultural,Yes,0.63,Night
3912,Northern,Uttar Pradesh,Mumbai,Landmark 3912,Observatory,1931,0.7,3.9,150,Yes,Wednesday,Religious,Yes,0.1,Evening
3913,Western,Maharashtra,Kolkata,Landmark 3913,Theme Park,1795,4.8,3.9,0,Yes,Wednesday,Religious,Yes,1.44,Night
3914,Western,Uttar Pradesh,Delhi,Landmark 3914,Observatory,1883,4.5,4.9,79,Yes,Tuesday,Recreational,Yes,1.6,Morning
3915,Central,West Bengal,Mumbai,Landmark 3915,Beach,1745,3.7,4.1,187,No,Wednesday,Historical,No,0.52,Morning
3916,Eastern,Tamil Nadu,Mumbai,Landmark 3916,Museum,1651,3.7,3.9,162,No,Friday,Scientific,No,4.06,Evening
3917,Northern,Tamil Nadu,Kolkata,Landmark 3917,Theme Park,1883,3.1,4.3,196,No,None,Recreational,No,1.92,Night
3918,Central,Maharashtra,Lucknow,Landmark 3918,Observatory,1774,3.2,4.1,123,No,Wednesday,Recreational,Yes,2.02,Evening
3919,Western,Delhi,Lucknow,Landmark 3919,Observatory,1518,4.4,3.1,49,No,None,Religious,Yes,2.73,Afternoon
3920,Western,Maharashtra,Lucknow,Landmark 3920,Beach,1566,3.1,3.5,45,Yes,Friday,Religious,No,2.94,Evening
3921,Central,Uttar Pradesh,Kolkata,Landmark 3921,Temple,1807,4.3,3.8,34,Yes,Tuesday,Environmental,No,4.01,Afternoon
3922,Eastern,West Bengal,Lucknow,Landmark 3922,Observatory,1873,3.7,3.8,25,Yes,Friday,Religious,No,2.36,Afternoon
3923,Southern,Uttar Pradesh,Mumbai,Landmark 3923,Observatory,1601,2.9,3.1,107,Yes,None,Religious,Yes,2.33,Afternoon
3924,Western,Delhi,Delhi,Landmark 3924,War Memorial,1614,1.5,4.4,182,Yes,None,Recreational,Yes,3.74,Afternoon
3925,Northern,Tamil Nadu,Delhi,Landmark 3925,Theme Park,1897,1.1,4.5,141,Yes,Wednesday,Environmental,Yes,0.59,Night
3926,Eastern,Delhi,Kolkata,Landmark 3926,Theme Park,1621,3.3,4.7,85,Yes,None,Cultural,No,2.6,Morning
3927,Eastern,Uttar Pradesh,Delhi,Landmark 3927,Observatory,1649,0.6,4.0,31,Yes,None,Cultural,No,0.34,Morning
3928,Southern,Uttar Pradesh,Chennai,Landmark 3928,Temple,1728,5.0,3.0,65,Yes,Friday,Cultural,Yes,3.32,Morning
3929,Western,Tamil Nadu,Lucknow,Landmark 3929,Tomb,1621,1.4,4.7,148,Yes,Monday,Cultural,Yes,2.07,Evening
3930,Southern,Maharashtra,Chennai,Landmark 3930,Museum,1829,0.6,3.5,151,No,Friday,Religious,No,4.26,Afternoon
3931,Southern,Tamil Nadu,Mumbai,Landmark 3931,Museum,1606,5.2,3.6,47,Yes,Friday,Religious,Yes,2.72,Morning
3932,Central,Delhi,Kolkata,Landmark 3932,Theme Park,1928,1.9,3.3,68,Yes,Wednesday,Religious,Yes,0.75,Night
3933,Southern,Uttar Pradesh,Lucknow,Landmark 3933,Beach,1670,4.6,3.1,111,Yes,Monday,Cultural,No,2.35,Morning
3934,Southern,West Bengal,Chennai,Landmark 3934,Temple,1686,3.9,3.4,87,No,Thursday,Religious,No,4.61,Night
3935,Eastern,West Bengal,Lucknow,Landmark 3935,Beach,1698,4.7,4.6,140,No,Thursday,Recreational,Yes,3.02,Morning
3936,Northern,Uttar Pradesh,Lucknow,Landmark 3936,Tomb,1785,3.7,4.0,44,Yes,Thursday,Historical,Yes,3.73,Afternoon
3937,Eastern,Maharashtra,Kolkata,Landmark 3937,Beach,1584,4.0,3.4,112,Yes,None,Recreational,Yes,1.33,Morning
3938,Eastern,Uttar Pradesh,Lucknow,Landmark 3938,Theme Park,1971,0.7,3.7,75,No,Thursday,Environmental,No,1.07,Evening
3939,Eastern,Uttar Pradesh,Chennai,Landmark 3939,Temple,1704,3.9,4.2,23,Yes,Tuesday,Historical,No,2.8,Evening
3940,Eastern,Tamil Nadu,Delhi,Landmark 3940,Theme Park,1833,5.3,4.1,146,No,Thursday,Scientific,Yes,4.15,Night
3941,Northern,Tamil Nadu,Mumbai,Landmark 3941,Museum,1731,4.2,4.5,78,No,Friday,Scientific,No,4.51,Morning
3942,Western,Maharashtra,Delhi,Landmark 3942,Fort,1918,2.1,4.0,182,No,Monday,Environmental,No,1.07,Evening
3943,Southern,Maharashtra,Lucknow,Landmark 3943,Beach,1893,1.5,3.9,190,Yes,Wednesday,Recreational,No,0.54,Afternoon
3944,Central,Maharashtra,Delhi,Landmark 3944,Observatory,1681,4.1,4.5,48,Yes,Thursday,Scientific,No,4.97,Morning
3945,Western,Tamil Nadu,Chennai,Landmark 3945,Beach,2019,3.9,4.4,28,Yes,Monday,Recreational,Yes,2.05,Morning
3946,Southern,Delhi,Chennai,Landmark 3946,War Memorial,1679,3.8,4.0,122,Yes,Monday,Environmental,No,2.26,Afternoon
3947,Eastern,West Bengal,Mumbai,Landmark 3947,Fort,1595,5.0,3.3,62,Yes,Monday,Religious,Yes,2.93,Night
3948,Central,Tamil Nadu,Lucknow,Landmark 3948,Theme Park,2016,2.9,4.8,104,Yes,Friday,Historical,No,2.05,Evening
3949,Western,Delhi,Lucknow,Landmark 3949,Observatory,1506,4.3,3.8,94,No,Monday,Historical,Yes,3.54,Morning
3950,Central,Delhi,Lucknow,Landmark 3950,Tomb,1954,0.6,4.0,154,No,Wednesday,Cultural,Yes,3.0,Evening
3951,Central,Delhi,Delhi,Landmark 3951,Observatory,1919,2.8,5.0,61,No,Monday,Religious,No,3.2,Afternoon
3952,Southern,Tamil Nadu,Lucknow,Landmark 3952,Theme Park,1605,4.3,3.1,23,No,Monday,Cultural,Yes,0.66,Evening
3953,Southern,Maharashtra,Kolkata,Landmark 3953,Tomb,1884,4.9,4.1,176,Yes,Wednesday,Religious,Yes,0.44,Evening
3954,Eastern,West Bengal,Lucknow,Landmark 3954,Beach,1830,2.5,4.8,135,Yes,Friday,Recreational,No,3.88,Evening
3955,Eastern,Maharashtra,Chennai,Landmark 3955,Theme Park,1678,2.0,3.7,54,No,None,Religious,No,1.44,Morning
3956,Northern,Uttar Pradesh,Chennai,Landmark 3956,Fort,1668,5.2,3.1,33,Yes,Monday,Religious,No,0.46,Night
